"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"582","PAB_0000000585","Actinobacteria","Actinomycetia","Propionibacteriales","Actinopolymorphaceae","Actinopolymorpha","Actinopolymorpha cephalotaxi","Actinopolymorpha cephalotaxi CPCC 202808 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1700","forest soil from the rhizosphere of Cephalotaxus fortunei|Rhizosphere|Forest Soil|Cephalotaxus fortunei|forest soil from the rhizosphere of Cephalotaxus fortunei","2675903058","6822861","6220","6164","Yes","Permanent Draft","504797","PRJNA329900","SAMN05421678","GCF_900113145.1","GCA_900113145.1","IMG-taxon 2675903058 annotated assembly","FOOI00000000.1","link"
"583","PAB_0000000586","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia amamiensis","Nocardia amamiensis NBRC 102102","Plants|Soil","not_announced","not_announced","not_announced","1535","sugarcane field soil|Soil|Agricultural land|sugarcane|sugarcane field soil","2731957726","8199720","7953","7872","Yes","Permanent Draft","1210066","PRJDB153","SAMD00018766","GCF_001612745.1","GCA_001612745.1","ASM161274v1","BDBA00000000.1","link"
"584","PAB_0000000587","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia bhagyanarayanae","Nocardia bhagyanarayanae DSM 103495 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1624","rhizosphere of C. citrinus|C. citrinus|rhizosphere of C. citrinus","2818991230","7555939","6794","6709","Yes","Permanent Draft","1215925","PRJNA537960","SAMN11511976","GCF_006716565.1","GCA_006716565.1","ASM671656v1","VFPG00000000.1","link"
"585","PAB_0000000588","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia miyunensis","Nocardia miyunensis NBRC 108239","Plants|Soil","not_announced","not_announced","not_announced","2212","Pine|Soil|Forest Soil|pine|Pine-forest soil","2731957742","10512560","9662","9585","Yes","Permanent Draft","1210084","PRJDB171","SAMD00018779","GCF_001613065.1","GCA_001613065.1","ASM161306v1","BDBQ00000000.1","link"
"586","PAB_0000000589","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia nova","Nocardia nova SH22a [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1768","Amazon rainforest|Rhizosphere|forest|Amazon rainforest, Brazil","2547132424","8348532","7636","7578","Yes","Finished","1415166","PRJNA225667","SAMN02641505","GCF_000523235.1","GCA_000523235.1","ASM52323v1","not_available","link"
"587","PAB_0000000590","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia sp. Root136","Nocardia sp. Root136 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1710","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221692","7282860","6790","6718","Yes","Permanent Draft","1736458","PRJNA297942","SAMN04155727","GCF_001427185.1","GCA_001427185.1","Root136","LMFE00000000.1","link"
"588","PAB_0000000591","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia tenerifensis","Nocardia tenerifensis DSM 44704 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2026","rhizosphere|rhizosphere","2770939559","9840405","9066","8979","Yes","Permanent Draft","228006","PRJNA463397","SAMN09074703","GCF_003202065.1","GCA_003202065.1","ASM320206v1","QJKF00000000.1","link"
"589","PAB_0000000592","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia tenerifensis","Nocardia tenerifensis NBRC 101015 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1916","rhizosphere|Rhizosphere|rhizosphere","2551306166","9731570","9419","9329","Yes","Permanent Draft","1206736","PRJDB132","SAMD00041790","GCF_000308715.1","GCA_000308715.1","ASM30871v1","BAGH00000000.1","link"
"590","PAB_0000000593","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia vaccinii","Nocardia vaccinii NBRC 15922 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1904","Stem galls on blueberry|blueberry|Stem galls on blueberry, Vaccinium","2681812982","9216633","8582","8511","Yes","Permanent Draft","1210098","PRJDB185","SAMD00040668","GCF_001613305.1","GCA_001613305.1","ASM161330v1","BDCC00000000.1","link"
"591","PAB_0000000594","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus fascians","Rhodococcus fascians 14-2632-D2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1603","Petunia","2879345877","5933541","5812","5727","Yes","Permanent Draft","1828","PRJNA395383","SAMN07414575","GCF_002259295.1","GCA_002259295.1","ASM225929v1","NPFT00000000.1","link"
"592","PAB_0000000595","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus fascians","Rhodococcus fascians 15-508-1b [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1607","Petunia","2877068500","5950557","5830","5745","Yes","Permanent Draft","1828","PRJNA395383","SAMN07414580","GCF_002258705.1","GCA_002258705.1","ASM225870v1","NPFO00000000.1","link"
"593","PAB_0000000596","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus fascians","Rhodococcus fascians A2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1608","not_announced","2879356723","5972200","5850","5764","Yes","Permanent Draft","1828","PRJNA395383","SAMN07414744","GCF_002259505.1","GCA_002259505.1","ASM225950v1","NOZO00000000.1","link"
"594","PAB_0000000597","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium sp. 501AMF","Mycobacterium sp. 501AMF [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1655","Arabidopsis thaliana|Arabidopsis thaliana|Plant roots","2643221504","6728505","6487","6413","Yes","Permanent Draft","1763","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"595","PAB_0000000598","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2221-1B","Rhodococcus sp. 05-2221-1B [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1806","Verbascum","2765235895","6372928","6162","6093","Yes","Permanent Draft","2022498","PRJNA395383","SAMN07376368","GCF_002258635.1","GCA_002258635.1","ASM225863v1","NOZL00000000.1","link"
"596","PAB_0000000599","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 02-925g","Rhodococcus sp. 02-925g [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1606","Erysimum","2765235900","5743283","5441","5377","Yes","Permanent Draft","2022503","PRJNA395383","SAMN07376373","GCF_002259105.1","GCA_002259105.1","ASM225910v1","NOZM00000000.1","link"
"597","PAB_0000000600","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-1","Rhodococcus sp. 05-2254-1 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1585","Veronica","2765235884","5922590","5701","5628","Yes","Permanent Draft","2022502","PRJNA395383","SAMN07376372","GCF_002258625.1","GCA_002258625.1","ASM225862v1","NOZK00000000.1","link"
"598","PAB_0000000601","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-3","Rhodococcus sp. 05-2254-3 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1629","Veronica","2765235885","5883283","5670","5603","Yes","Permanent Draft","2022494","PRJNA395383","SAMN07376364","GCF_002258555.1","GCA_002258555.1","ASM225855v1","NOZI00000000.1","link"
"599","PAB_0000000602","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-2","Rhodococcus sp. 05-2254-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1629","Veronica","2765235894","5885877","5669","5602","Yes","Permanent Draft","2022516","PRJNA395383","SAMN07376386","GCF_002259095.1","GCA_002259095.1","ASM225909v1","NOZJ00000000.1","link"
"600","PAB_0000000603","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-4","Rhodococcus sp. 05-2254-4 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1640","Veronica","2765235897","5915891","5708","5641","Yes","Permanent Draft","2022492","PRJNA395383","SAMN07376362","GCF_002259035.1","GCA_002259035.1","ASM225903v1","NOZH00000000.1","link"
"601","PAB_0000000604","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-5","Rhodococcus sp. 05-2254-5","Plants","not_announced","not_announced","not_announced","1547","Veronica","2765235896","5742546","5510","5438","Yes","Permanent Draft","2022511","PRJNA395383","SAMN07376381","GCF_002258575.1","GCA_002258575.1","ASM225857v1","NOZG00000000.1","link"
"602","PAB_0000000605","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2254-6","Rhodococcus sp. 05-2254-6 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1566","Veronica","2765235889","5650438","5533","5465","Yes","Permanent Draft","2022489","PRJNA395383","SAMN07376359","GCF_002258565.1","GCA_002258565.1","ASM225856v1","NOZF00000000.1","link"
"603","PAB_0000000606","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2255-1e","Rhodococcus sp. 05-2255-1e [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1599","Oenothera","2765235912","5747732","5522","5453","Yes","Permanent Draft","2022495","PRJNA395383","SAMN07376365","GCF_002259025.1","GCA_002259025.1","ASM225902v1","NOZE00000000.1","link"
"604","PAB_0000000607","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2255-2A2","Rhodococcus sp. 05-2255-2A2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1578","Oenothera","2765235911","5692546","5521","5457","Yes","Permanent Draft","2022488","PRJNA395383","SAMN07376358","GCF_002258995.1","GCA_002258995.1","ASM225899v1","NOZD00000000.1","link"
"605","PAB_0000000608","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2255-3B1","Rhodococcus sp. 05-2255-3B1 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1578","Oenothera","2765235915","5722703","5576","5511","Yes","Permanent Draft","2022482","PRJNA395383","SAMN07376352","GCF_002258545.1","GCA_002258545.1","ASM225854v1","NOZC00000000.1","link"
"606","PAB_0000000609","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2255-3C","Rhodococcus sp. 05-2255-3C [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1577","Oenothera","2765235917","5715336","5561","5495","Yes","Permanent Draft","2022483","PRJNA395383","SAMN07376353","GCF_002258515.1","GCA_002258515.1","ASM225851v1","NOZB00000000.1","link"
"607","PAB_0000000610","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2256-B1","Rhodococcus sp. 05-2256-B1 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1566","Fuchsia","2765235914","5762477","5548","5480","Yes","Permanent Draft","2022518","PRJNA395383","SAMN07376388","GCF_002258465.1","GCA_002258465.1","ASM225846v1","NOZA00000000.1","link"
"608","PAB_0000000611","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2256-B2","Rhodococcus sp. 05-2256-B2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1566","Fuchsia","2765235913","5764716","5554","5487","Yes","Permanent Draft","2022493","PRJNA395383","SAMN07376363","GCF_002258485.1","GCA_002258485.1","ASM225848v1","NOYZ00000000.1","link"
"609","PAB_0000000612","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2256-B3","Rhodococcus sp. 05-2256-B3 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1566","Fuchsia","2765235920","5762715","5544","5477","Yes","Permanent Draft","2022490","PRJNA395383","SAMN07376360","GCF_002259065.1","GCA_002259065.1","ASM225906v1","NOYY00000000.1","link"
"610","PAB_0000000613","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-2256-B4","Rhodococcus sp. 05-2256-B4","Plants","not_announced","not_announced","not_announced","1566","Fuchsia","2765235918","5763067","5564","5495","Yes","Permanent Draft","2022491","PRJNA395383","SAMN07376361","GCF_002258975.1","GCA_002258975.1","ASM225897v1","NOYX00000000.1","link"
"611","PAB_0000000614","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-339-2","Rhodococcus sp. 05-339-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1597","Hosta","2765235919","5729495","5527","5456","Yes","Permanent Draft","2022506","PRJNA395383","SAMN07376376","GCF_002258965.1","GCA_002258965.1","ASM225896v1","NOYW00000000.1","link"
"612","PAB_0000000615","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-340-1","Rhodococcus sp. 05-340-1 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1668","Hosta","2765235916","5975807","5752","5686","Yes","Permanent Draft","2022505","PRJNA395383","SAMN07376375","GCF_002258925.1","GCA_002258925.1","ASM225892v1","NOYV00000000.1","link"
"613","PAB_0000000616","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus corynebacterioides","Rhodococcus corynebacterioides PvP111 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1303","switchgrass|Panicum virgatum|Switchgrass leaf surface","2889268824","4502610","4286","4209","Yes","Permanent Draft","53972","not_announced","SAMN17619962","GCF_016907185.1","GCA_016907185.1","ASM1690718v1","JAFBBK000000000.1","link"
"614","PAB_0000000617","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus erythropolis","Rhodococcus erythropolis 339MFSha3.1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1828","Arabidopsis thaliana|Arabidopsis thaliana|Plant roots","2643221496","6557538","6164","6093","Yes","Permanent Draft","1833","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"615","PAB_0000000618","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 05-340-2","Rhodococcus sp. 05-340-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1670","Hosta","2765235923","5976381","5744","5679","Yes","Permanent Draft","2022504","PRJNA395383","SAMN07376374","GCF_002258915.1","GCA_002258915.1","ASM225891v1","NOYU00000000.1","link"
"616","PAB_0000000619","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-1059B-a","Rhodococcus sp. 06-1059B-a [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1497","Lavatera","2765235910","5668534","5391","5321","Yes","Permanent Draft","2022496","PRJNA395383","SAMN07376366","GCF_002258905.1","GCA_002258905.1","ASM225890v1","NOYT00000000.1","link"
"617","PAB_0000000620","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-1460-1B","Rhodococcus sp. 06-1460-1B [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1639","Anthemis","2765235925","5780691","5578","5509","Yes","Permanent Draft","2022501","PRJNA395383","SAMN07376371","GCF_002258475.1","GCA_002258475.1","ASM225847v1","NOYS00000000.1","link"
"618","PAB_0000000621","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus maanshanensis","Rhodococcus maanshanensis 259MFSha1.1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1431","Arabidopsis thaliana|Arabidopsis thaliana|Plant roots","2643221491","5578058","5228","5157","Yes","Permanent Draft","183556","not_announced","not_announced","not_announced","not_announced","not_announced","not_announced","link"
"619","PAB_0000000622","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. PvP016","Rhodococcus sp. PvP016 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1303","switchgrass|Panicum virgatum|Switchgrass leaf surface","2889216488","4502611","4287","4210","Yes","Permanent Draft","1831","not_announced","SAMN17693822","GCF_017832185.1","GCA_017832185.1","ASM1783218v1","JAFIBH000000000.1","link"
"620","PAB_0000000623","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. PvR099","Rhodococcus sp. PvR099 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1436","switchgrass (Panicum virgatum)|Switchgrass (Panicum virgatum)|Switchgrass rhizosphere","2889300758","5690814","5379","5275","Yes","Permanent Draft","1831","not_announced","SAMN17693820","GCF_017833315.1","GCA_017833315.1","ASM1783331v1","JAFIBV000000000.1","link"
"621","PAB_0000000624","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-1474-1B","Rhodococcus sp. 06-1474-1B [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1523","Salvia","2765235928","5336073","5085","5017","Yes","Permanent Draft","2022499","PRJNA395383","SAMN07376369","GCF_002258885.1","GCA_002258885.1","ASM225888v1","NOYR00000000.1","link"
"622","PAB_0000000625","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-1477-1A","Rhodococcus sp. 06-1477-1A","Plants","not_announced","not_announced","not_announced","1684","Veronica","2765235888","6045554","5781","5712","Yes","Permanent Draft","2022497","PRJNA395383","SAMN07376367","GCF_002258865.1","GCA_002258865.1","ASM225886v1","NOYQ00000000.1","link"
"623","PAB_0000000626","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-1477-1B","Rhodococcus sp. 06-1477-1B [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","2580","Veronica","2765235922","8837218","8464","8337","Yes","Permanent Draft","2022485","PRJNA395383","SAMN07376355","GCA_002258825.1","GCA_002258825.1","ASM225882v1","NOYP00000000.1","link"
"624","PAB_0000000627","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-3","Rhodococcus sp. 06-156-3 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1726","Campanula","2765235921","6292290","5961","5889","Yes","Permanent Draft","2022517","PRJNA395383","SAMN07376387","GCF_002258835.1","GCA_002258835.1","ASM225883v1","NOYO00000000.1","link"
"625","PAB_0000000628","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-3b","Rhodococcus sp. 06-156-3b [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1728","Campanula","2765235929","6304688","5976","5903","Yes","Permanent Draft","2022480","PRJNA395383","SAMN07376350","GCF_002258445.1","GCA_002258445.1","ASM225844v1","NOYN00000000.1","link"
"626","PAB_0000000629","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-3C","Rhodococcus sp. 06-156-3C [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1728","Campanula","2765235930","6351768","6060","5980","Yes","Permanent Draft","2022486","PRJNA395383","SAMN07376356","GCF_002258795.1","GCA_002258795.1","ASM225879v1","NOYM00000000.1","link"
"627","PAB_0000000630","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-4","Rhodococcus sp. 06-156-4 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1775","not_announced","2765235936","6407616","6079","6007","Yes","Permanent Draft","2023152","PRJNA395383","SAMN07414567","GCF_002259345.1","GCA_002259345.1","ASM225934v1","NPGB00000000.1","link"
"628","PAB_0000000631","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-4a","Rhodococcus sp. 06-156-4a [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1726","Campanula","2765235927","6291286","5959","5889","Yes","Permanent Draft","2022481","PRJNA395383","SAMN07376351","GCF_002258405.1","GCA_002258405.1","ASM225840v1","NOYL00000000.1","link"
"629","PAB_0000000632","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-156-4C","Rhodococcus sp. 06-156-4C [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1726","Campanula","2765235926","6291571","5966","5894","Yes","Permanent Draft","2022513","PRJNA395383","SAMN07376383","GCF_002258395.1","GCA_002258395.1","ASM225839v1","NOYK00000000.1","link"
"630","PAB_0000000633","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-221-2","Rhodococcus sp. 06-221-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1583","Aster","2765235924","5677008","5381","5316","Yes","Permanent Draft","2022514","PRJNA395383","SAMN07376384","GCF_002258365.1","GCA_002258365.1","ASM225836v1","NOYJ00000000.1","link"
"631","PAB_0000000634","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-235-1A","Rhodococcus sp. 06-235-1A [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1629","Heuchera","2765235909","6091656","5910","5836","Yes","Permanent Draft","2022508","PRJNA395383","SAMN07376378","GCF_002258785.1","GCA_002258785.1","ASM225878v1","NOYI00000000.1","link"
"632","PAB_0000000635","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-412-2B","Rhodococcus sp. 06-412-2B [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1724","Hosta","2765235904","6356811","6095","6028","Yes","Permanent Draft","2022512","PRJNA395383","SAMN07376382","GCF_002258385.1","GCA_002258385.1","ASM225838v1","NOYH00000000.1","link"
"633","PAB_0000000636","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-412-2C","Rhodococcus sp. 06-412-2C [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1686","Hosta","2765235887","6210641","5950","5883","Yes","Permanent Draft","2022487","PRJNA395383","SAMN07376357","GCF_002258295.1","GCA_002258295.1","ASM225829v1","NOYG00000000.1","link"
"634","PAB_0000000637","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-418-1B","Rhodococcus sp. 06-418-1B [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1709","Veronica","2765235902","6123747","5810","5733","Yes","Permanent Draft","2022515","PRJNA395383","SAMN07376385","GCF_002258765.1","GCA_002258765.1","ASM225876v1","NOYF00000000.1","link"
"635","PAB_0000000638","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-418-5","Rhodococcus sp. 06-418-5 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1688","Veronica","2765235905","6056089","5836","5768","Yes","Permanent Draft","2022507","PRJNA395383","SAMN07376377","GCF_002258285.1","GCA_002258285.1","ASM225828v1","NOYE00000000.1","link"
"636","PAB_0000000639","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-462-5","Rhodococcus sp. 06-462-5 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1601","not_announced","2765235886","5752580","5460","5397","Yes","Permanent Draft","2022484","PRJNA395383","SAMN07376354","GCF_002258315.1","GCA_002258315.1","ASM225831v1","NOYD00000000.1","link"
"637","PAB_0000000640","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-469-3-2","Rhodococcus sp. 06-469-3-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1685","Veronica","2765235903","6024103","5755","5687","Yes","Permanent Draft","2022510","PRJNA395383","SAMN07376380","GCF_002258305.1","GCA_002258305.1","ASM225830v1","NOYC00000000.1","link"
"638","PAB_0000000641","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-470-2","Rhodococcus sp. 06-470-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1662","Veronica","2765235890","5900644","5699","5631","Yes","Permanent Draft","2022509","PRJNA395383","SAMN07376379","GCF_002258235.1","GCA_002258235.1","ASM225823v1","NOYB00000000.1","link"
"639","PAB_0000000642","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 06-621-2","Rhodococcus sp. 06-621-2 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1666","Nemesia","2765235907","6219915","5962","5893","Yes","Permanent Draft","2022500","PRJNA395383","SAMN07376370","GCF_002258205.1","GCA_002258205.1","ASM225820v1","NOYA00000000.1","link"
"640","PAB_0000000643","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 14-1411-2a","Rhodococcus sp. 14-1411-2a [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1603","not_announced","2765235935","5604928","5357","5289","Yes","Permanent Draft","2023151","PRJNA395383","SAMN07414568","GCF_002259485.1","GCA_002259485.1","ASM225948v1","NPGA00000000.1","link"
"641","PAB_0000000644","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 14-2470-1a","Rhodococcus sp. 14-2470-1a [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1629","not_announced","2765235938","6061955","5758","5685","Yes","Permanent Draft","2023150","PRJNA395383","SAMN07414569","GCF_002259425.1","GCA_002259425.1","ASM225942v1","NPFZ00000000.1","link"
"642","PAB_0000000645","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 14-2470-1b","Rhodococcus sp. 14-2470-1b [PSYMB]","Plants","not_announced","Plant Symbiont","not_announced","1625","not_announced","2765235937","5896383","5597","5525","Yes","Permanent Draft","2023149","PRJNA395383","SAMN07414570","GCF_002259415.1","GCA_002259415.1","ASM225941v1","NPFY00000000.1","link"
"643","PAB_0000000646","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. 14-2483-1-1","Rhodococcus sp. 14-2483-1-1 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","1646","not_announced","2765235933","5772379","5487","5420","Yes","Permanent Draft","2023148","PRJNA395383","SAMN07414571","GCF_002259335.1","GCA_002259335.1","ASM225933v1","NPFX00000000.1","link"
